GO.ID,Term,Annotated,Significant,Expected,classic
961,GO:0042360,vitamin E metabolic process,2,2,2,1
962,GO:0042362,fat-soluble vitamin biosynthetic process,2,2,2,1
963,GO:0042364,water-soluble vitamin biosynthetic proce...,25,25,25,1
964,GO:0042398,cellular modified amino acid biosyntheti...,11,11,11,1
965,GO:0042401,cellular biogenic amine biosynthetic pro...,6,6,6,1
966,GO:0042430,indole-containing compound metabolic pro...,5,5,5,1
967,GO:0042435,indole-containing compound biosynthetic ...,3,3,3,1
968,GO:0042440,pigment metabolic process,22,22,22,1
969,GO:0042450,arginine biosynthetic process via ornith...,1,1,1,1
970,GO:0042451,purine nucleoside biosynthetic process,3,3,3,1
971,GO:0042455,ribonucleoside biosynthetic process,4,4,4,1
972,GO:0042546,cell wall biogenesis,2,2,2,1
973,GO:0042548,regulation of photosynthesis, light reac...,1,1,1,1
974,GO:0042549,photosystem II stabilization,1,1,1,1
975,GO:0042558,pteridine-containing compound metabolic ...,11,11,11,1
976,GO:0042559,pteridine-containing compound biosynthet...,9,9,9,1
977,GO:0042592,homeostatic process,357,357,357,1
978,GO:0042723,thiamine-containing compound metabolic p...,5,5,5,1
979,GO:0042724,thiamine-containing compound biosyntheti...,5,5,5,1
980,GO:0042726,flavin-containing compound metabolic pro...,8,8,8,1
981,GO:0042727,flavin-containing compound biosynthetic ...,8,8,8,1
982,GO:0042742,defense response to bacterium,1,1,1,1
983,GO:0042773,ATP synthesis coupled electron transport,3,3,3,1
984,GO:0042775,mitochondrial ATP synthesis coupled elec...,3,3,3,1
985,GO:0042816,vitamin B6 metabolic process,5,5,5,1
986,GO:0042819,vitamin B6 biosynthetic process,5,5,5,1
987,GO:0042822,pyridoxal phosphate metabolic process,3,3,3,1
988,GO:0042823,pyridoxal phosphate biosynthetic process,3,3,3,1
989,GO:0042908,xenobiotic transport,9,9,9,1
990,GO:0043038,amino acid activation,37,37,37,1
991,GO:0043039,tRNA aminoacylation,37,37,37,1
992,GO:0043043,peptide biosynthetic process,230,230,230,1
993,GO:0043062,extracellular structure organization,1,1,1,1
994,GO:0043085,positive regulation of catalytic activit...,3,3,3,1
995,GO:0043094,cellular metabolic compound salvage,7,7,7,1
996,GO:0043096,purine nucleobase salvage,1,1,1,1
997,GO:0043101,purine-containing compound salvage,5,5,5,1
998,GO:0043102,amino acid salvage,1,1,1,1
999,GO:0043161,proteasome-mediated ubiquitin-dependent ...,3,3,3,1
1000,GO:0043170,macromolecule metabolic process,1321,1321,1321,1
1001,GO:0043173,nucleotide salvage,1,1,1,1
1002,GO:0043174,nucleoside salvage,3,3,3,1
1003,GO:0043207,response to external biotic stimulus,10,10,10,1
1004,GO:0043254,regulation of protein-containing complex...,1,1,1,1
1005,GO:0043401,steroid hormone mediated signaling pathw...,8,8,8,1
1006,GO:0043412,macromolecule modification,493,493,493,1
1007,GO:0043413,macromolecule glycosylation,10,10,10,1
1008,GO:0043414,macromolecule methylation,12,12,12,1
1009,GO:0043436,oxoacid metabolic process,204,204,204,1
1010,GO:0043461,proton-transporting ATP synthase complex...,1,1,1,1
1011,GO:0043467,regulation of generation of precursor me...,1,1,1,1
1012,GO:0043484,regulation of RNA splicing,2,2,2,1
1013,GO:0043486,histone exchange,1,1,1,1
1014,GO:0043487,regulation of RNA stability,1,1,1,1
1015,GO:0043488,regulation of mRNA stability,1,1,1,1
1016,GO:0043543,protein acylation,4,4,4,1
1017,GO:0043545,molybdopterin cofactor metabolic process,4,4,4,1
1018,GO:0043549,regulation of kinase activity,5,5,5,1
1019,GO:0043550,regulation of lipid kinase activity,1,1,1,1
1020,GO:0043574,peroxisomal transport,2,2,2,1
1021,GO:0043603,cellular amide metabolic process,242,242,242,1
1022,GO:0043604,amide biosynthetic process,236,236,236,1
1023,GO:0043605,cellular amide catabolic process,1,1,1,1
1024,GO:0043631,RNA polyadenylation,2,2,2,1
1025,GO:0043632,modification-dependent macromolecule cat...,25,25,25,1
1026,GO:0043647,inositol phosphate metabolic process,1,1,1,1
1027,GO:0043648,dicarboxylic acid metabolic process,16,16,16,1
1028,GO:0043650,dicarboxylic acid biosynthetic process,1,1,1,1
1029,GO:0043933,protein-containing complex organization,57,57,57,1
1030,GO:0043967,histone H4 acetylation,1,1,1,1
1031,GO:0043968,histone H2A acetylation,1,1,1,1
1032,GO:0044036,cell wall macromolecule metabolic proces...,7,7,7,1
1033,GO:0044042,glucan metabolic process,10,10,10,1
1034,GO:0044085,cellular component biogenesis,104,104,104,1
1035,GO:0044087,regulation of cellular component biogene...,2,2,2,1
1036,GO:0044093,positive regulation of molecular functio...,3,3,3,1
1037,GO:0044106,cellular amine metabolic process,9,9,9,1
1038,GO:0044205,'de novo' UMP biosynthetic process,1,1,1,1
1039,GO:0044237,cellular metabolic process,1793,1793,1793,1
1040,GO:0044238,primary metabolic process,1785,1785,1785,1
1041,GO:0044242,cellular lipid catabolic process,4,4,4,1
1042,GO:0044247,cellular polysaccharide catabolic proces...,1,1,1,1
1043,GO:0044248,cellular catabolic process,77,77,77,1
1044,GO:0044249,cellular biosynthetic process,789,789,789,1
1045,GO:0044255,cellular lipid metabolic process,62,62,62,1
1046,GO:0044257,cellular protein catabolic process,36,36,36,1
1047,GO:0044260,cellular macromolecule metabolic process,865,865,865,1
1048,GO:0044262,cellular carbohydrate metabolic process,23,23,23,1
1049,GO:0044264,cellular polysaccharide metabolic proces...,10,10,10,1
1050,GO:0044265,cellular macromolecule catabolic process,47,47,47,1
1051,GO:0044267,cellular protein metabolic process,727,727,727,1
1052,GO:0044270,cellular nitrogen compound catabolic pro...,13,13,13,1
1053,GO:0044271,cellular nitrogen compound biosynthetic ...,651,651,651,1
1054,GO:0044272,sulfur compound biosynthetic process,20,20,20,1
1055,GO:0044275,cellular carbohydrate catabolic process,2,2,2,1
1056,GO:0044281,small molecule metabolic process,417,417,417,1
1057,GO:0044282,small molecule catabolic process,15,15,15,1
1058,GO:0044283,small molecule biosynthetic process,122,122,122,1
1059,GO:0044355,clearance of foreign intracellular DNA,1,1,1,1
1060,GO:0044419,biological process involved in interspec...,10,10,10,1
1061,GO:0044550,secondary metabolite biosynthetic proces...,12,12,12,1
1062,GO:0044728,DNA methylation or demethylation,5,5,5,1
1063,GO:0044743,protein transmembrane import into intrac...,6,6,6,1
1064,GO:0044770,cell cycle phase transition,3,3,3,1
1065,GO:0044772,mitotic cell cycle phase transition,3,3,3,1
1066,GO:0044782,cilium organization,6,6,6,1
1067,GO:0044784,metaphase/anaphase transition of cell cy...,2,2,2,1
1068,GO:0044786,cell cycle DNA replication,1,1,1,1
1069,GO:0044848,biological phase,1,1,1,1
1070,GO:0045005,DNA-templated DNA replication maintenanc...,2,2,2,1
1071,GO:0045010,actin nucleation,3,3,3,1
1072,GO:0045017,glycerolipid biosynthetic process,10,10,10,1
1073,GO:0045036,protein targeting to chloroplast,1,1,1,1
1074,GO:0045038,protein import into chloroplast thylakoi...,1,1,1,1
1075,GO:0045039,protein insertion into mitochondrial inn...,3,3,3,1
1076,GO:0045040,protein insertion into mitochondrial out...,1,1,1,1
1077,GO:0045047,protein targeting to ER,9,9,9,1
1078,GO:0045087,innate immune response,3,3,3,1
1079,GO:0045116,protein neddylation,1,1,1,1
1080,GO:0045184,establishment of protein localization,82,82,82,1
1081,GO:0045185,maintenance of protein location,3,3,3,1
1082,GO:0045229,external encapsulating structure organiz...,1,1,1,1
1083,GO:0045292,mRNA cis splicing, via spliceosome,2,2,2,1
1084,GO:0045333,cellular respiration,15,15,15,1
1085,GO:0045454,cell redox homeostasis,57,57,57,1
1086,GO:0045786,negative regulation of cell cycle,2,2,2,1
1087,GO:0045839,negative regulation of mitotic nuclear d...,1,1,1,1
1088,GO:0045841,negative regulation of mitotic metaphase...,1,1,1,1
1089,GO:0045859,regulation of protein kinase activity,4,4,4,1
1090,GO:0045860,positive regulation of protein kinase ac...,2,2,2,1
1091,GO:0045892,negative regulation of transcription, DN...,3,3,3,1
1092,GO:0045893,positive regulation of transcription, DN...,1,1,1,1
1093,GO:0045900,negative regulation of translational elo...,2,2,2,1
1094,GO:0045930,negative regulation of mitotic cell cycl...,1,1,1,1
1095,GO:0045934,negative regulation of nucleobase-contai...,4,4,4,1
1096,GO:0045935,positive regulation of nucleobase-contai...,2,2,2,1
1097,GO:0045937,positive regulation of phosphate metabol...,2,2,2,1
1098,GO:0045944,positive regulation of transcription by ...,1,1,1,1
1099,GO:0046031,ADP metabolic process,20,20,20,1
1100,GO:0046034,ATP metabolic process,59,59,59,1
1101,GO:0046036,CTP metabolic process,5,5,5,1
1102,GO:0046037,GMP metabolic process,1,1,1,1
1103,GO:0046039,GTP metabolic process,5,5,5,1
1104,GO:0046040,IMP metabolic process,6,6,6,1
1105,GO:0046049,UMP metabolic process,1,1,1,1
1106,GO:0046051,UTP metabolic process,5,5,5,1
1107,GO:0046068,cGMP metabolic process,4,4,4,1
1108,GO:0046080,dUTP metabolic process,1,1,1,1
1109,GO:0046083,adenine metabolic process,1,1,1,1
1110,GO:0046084,adenine biosynthetic process,1,1,1,1
1111,GO:0046098,guanine metabolic process,1,1,1,1
1112,GO:0046112,nucleobase biosynthetic process,8,8,8,1
1113,GO:0046113,nucleobase catabolic process,2,2,2,1
1114,GO:0046116,queuosine metabolic process,1,1,1,1
1115,GO:0046128,purine ribonucleoside metabolic process,3,3,3,1
1116,GO:0046129,purine ribonucleoside biosynthetic proce...,3,3,3,1
1117,GO:0046146,tetrahydrobiopterin metabolic process,3,3,3,1
1118,GO:0046148,pigment biosynthetic process,19,19,19,1
1119,GO:0046149,pigment catabolic process,1,1,1,1
1120,GO:0046160,heme a metabolic process,1,1,1,1
1121,GO:0046164,alcohol catabolic process,1,1,1,1
1122,GO:0046165,alcohol biosynthetic process,9,9,9,1
1123,GO:0046168,glycerol-3-phosphate catabolic process,4,4,4,1
1124,GO:0046173,polyol biosynthetic process,4,4,4,1
1125,GO:0046174,polyol catabolic process,1,1,1,1
1126,GO:0046184,aldehyde biosynthetic process,3,3,3,1
1127,GO:0046185,aldehyde catabolic process,3,3,3,1
1128,GO:0046209,nitric oxide metabolic process,1,1,1,1
1129,GO:0046219,indolalkylamine biosynthetic process,3,3,3,1
1130,GO:0046292,formaldehyde metabolic process,1,1,1,1
1131,GO:0046294,formaldehyde catabolic process,1,1,1,1
1132,GO:0046348,amino sugar catabolic process,2,2,2,1
1133,GO:0046351,disaccharide biosynthetic process,1,1,1,1
1134,GO:0046364,monosaccharide biosynthetic process,5,5,5,1
1135,GO:0046373,L-arabinose metabolic process,1,1,1,1
1136,GO:0046390,ribose phosphate biosynthetic process,55,55,55,1
1137,GO:0046394,carboxylic acid biosynthetic process,74,74,74,1
1138,GO:0046395,carboxylic acid catabolic process,11,11,11,1
1139,GO:0046416,D-amino acid metabolic process,2,2,2,1
1140,GO:0046434,organophosphate catabolic process,8,8,8,1
1141,GO:0046439,L-cysteine metabolic process,1,1,1,1
1142,GO:0046451,diaminopimelate metabolic process,6,6,6,1
1143,GO:0046456,icosanoid biosynthetic process,1,1,1,1
1144,GO:0046460,neutral lipid biosynthetic process,1,1,1,1
1145,GO:0046463,acylglycerol biosynthetic process,1,1,1,1
1146,GO:0046467,membrane lipid biosynthetic process,4,4,4,1
1147,GO:0046474,glycerophospholipid biosynthetic process,9,9,9,1
1148,GO:0046483,heterocycle metabolic process,758,758,758,1
1149,GO:0046486,glycerolipid metabolic process,12,12,12,1
1150,GO:0046487,glyoxylate metabolic process,1,1,1,1
1151,GO:0046488,phosphatidylinositol metabolic process,10,10,10,1
1152,GO:0046493,lipid A metabolic process,1,1,1,1
1153,GO:0046496,nicotinamide nucleotide metabolic proces...,7,7,7,1
1154,GO:0046578,regulation of Ras protein signal transdu...,1,1,1,1
1155,GO:0046605,regulation of centrosome cycle,1,1,1,1
1156,GO:0046606,negative regulation of centrosome cycle,1,1,1,1
1157,GO:0046653,tetrahydrofolate metabolic process,1,1,1,1
1158,GO:0046654,tetrahydrofolate biosynthetic process,1,1,1,1
1159,GO:0046685,response to arsenic-containing substance,3,3,3,1
1160,GO:0046700,heterocycle catabolic process,13,13,13,1
1161,GO:0046785,microtubule polymerization,3,3,3,1
1162,GO:0046835,carbohydrate phosphorylation,2,2,2,1
1163,GO:0046836,glycolipid transport,2,2,2,1
1164,GO:0046854,phosphatidylinositol phosphate biosynthe...,6,6,6,1
1165,GO:0046903,secretion,5,5,5,1
1166,GO:0046907,intracellular transport,77,77,77,1
1167,GO:0046916,cellular transition metal ion homeostasi...,3,3,3,1
1168,GO:0046937,phytochelatin metabolic process,2,2,2,1
1169,GO:0046938,phytochelatin biosynthetic process,2,2,2,1
1170,GO:0046939,nucleotide phosphorylation,29,29,29,1
1171,GO:0046942,carboxylic acid transport,3,3,3,1
1172,GO:0048015,phosphatidylinositol-mediated signaling,1,1,1,1
1173,GO:0048017,inositol lipid-mediated signaling,1,1,1,1
1174,GO:0048024,regulation of mRNA splicing, via spliceo...,2,2,2,1
1175,GO:0048033,heme O metabolic process,1,1,1,1
1176,GO:0048034,heme O biosynthetic process,1,1,1,1
1177,GO:0048193,Golgi vesicle transport,6,6,6,1
1178,GO:0048278,vesicle docking,2,2,2,1
1179,GO:0048285,organelle fission,10,10,10,1
1180,GO:0048468,cell development,1,1,1,1
1181,GO:0048477,oogenesis,1,1,1,1
1182,GO:0048478,replication fork protection,1,1,1,1
1183,GO:0048518,positive regulation of biological proces...,5,5,5,1
1184,GO:0048519,negative regulation of biological proces...,13,13,13,1
1185,GO:0048522,positive regulation of cellular process,5,5,5,1
1186,GO:0048523,negative regulation of cellular process,10,10,10,1
1187,GO:0048545,response to steroid hormone,8,8,8,1
1188,GO:0048583,regulation of response to stimulus,4,4,4,1
1189,GO:0048585,negative regulation of response to stimu...,1,1,1,1
1190,GO:0048609,multicellular organismal reproductive pr...,1,1,1,1
1191,GO:0048646,anatomical structure formation involved ...,1,1,1,1
1192,GO:0048856,anatomical structure development,5,5,5,1
1193,GO:0048869,cellular developmental process,1,1,1,1
1194,GO:0048870,cell motility,2,2,2,1
1195,GO:0048871,multicellular organismal homeostasis,294,294,294,1
1196,GO:0048878,chemical homeostasis,6,6,6,1
1197,GO:0050657,nucleic acid transport,2,2,2,1
1198,GO:0050658,RNA transport,2,2,2,1
1199,GO:0050684,regulation of mRNA processing,2,2,2,1
1200,GO:0050779,RNA destabilization,1,1,1,1
1201,GO:0050789,regulation of biological process,388,388,388,1
1202,GO:0050790,regulation of catalytic activity,7,7,7,1
1203,GO:0050794,regulation of cellular process,383,383,383,1
1204,GO:0050801,ion homeostasis,6,6,6,1
1205,GO:0050826,response to freezing,294,294,294,1
1206,GO:0050829,defense response to Gram-negative bacter...,1,1,1,1
1207,GO:0050896,response to stimulus,551,551,551,1
1208,GO:0050999,regulation of nitric-oxide synthase acti...,1,1,1,1
1209,GO:0051028,mRNA transport,2,2,2,1
1210,GO:0051052,regulation of DNA metabolic process,2,2,2,1
1211,GO:0051053,negative regulation of DNA metabolic pro...,1,1,1,1
1212,GO:0051056,regulation of small GTPase mediated sign...,1,1,1,1
1213,GO:0051090,regulation of DNA-binding transcription ...,1,1,1,1
1214,GO:0051128,regulation of cellular component organiz...,7,7,7,1
1215,GO:0051129,negative regulation of cellular componen...,2,2,2,1
1216,GO:0051156,glucose 6-phosphate metabolic process,9,9,9,1
1217,GO:0051168,nuclear export,2,2,2,1
1218,GO:0051169,nuclear transport,7,7,7,1
1219,GO:0051170,import into nucleus,1,1,1,1
1220,GO:0051171,regulation of nitrogen compound metaboli...,196,196,196,1
1221,GO:0051172,negative regulation of nitrogen compound...,7,7,7,1
1222,GO:0051173,positive regulation of nitrogen compound...,4,4,4,1
1223,GO:0051174,regulation of phosphorus metabolic proce...,8,8,8,1
1224,GO:0051179,localization,419,419,419,1
1225,GO:0051189,prosthetic group metabolic process,4,4,4,1
1226,GO:0051202,phytochromobilin metabolic process,1,1,1,1
1227,GO:0051204,protein insertion into mitochondrial mem...,4,4,4,1
1228,GO:0051205,protein insertion into membrane,9,9,9,1
1229,GO:0051225,spindle assembly,4,4,4,1
1230,GO:0051234,establishment of localization,414,414,414,1
1231,GO:0051235,maintenance of location,3,3,3,1
1232,GO:0051236,establishment of RNA localization,2,2,2,1
1233,GO:0051246,regulation of protein metabolic process,16,16,16,1
1234,GO:0051247,positive regulation of protein metabolic...,2,2,2,1
1235,GO:0051248,negative regulation of protein metabolic...,3,3,3,1
1236,GO:0051252,regulation of RNA metabolic process,181,181,181,1
1237,GO:0051253,negative regulation of RNA metabolic pro...,3,3,3,1
1238,GO:0051254,positive regulation of RNA metabolic pro...,2,2,2,1
1239,GO:0051258,protein polymerization,9,9,9,1
1240,GO:0051259,protein complex oligomerization,6,6,6,1
1241,GO:0051260,protein homooligomerization,5,5,5,1
1242,GO:0051261,protein depolymerization,1,1,1,1
1243,GO:0051262,protein tetramerization,1,1,1,1
1244,GO:0051273,beta-glucan metabolic process,3,3,3,1
1245,GO:0051274,beta-glucan biosynthetic process,3,3,3,1
1246,GO:0051276,chromosome organization,49,49,49,1
1247,GO:0051298,centrosome duplication,1,1,1,1
1248,GO:0051301,cell division,3,3,3,1
1249,GO:0051304,chromosome separation,2,2,2,1
1250,GO:0051306,mitotic sister chromatid separation,2,2,2,1
1251,GO:0051338,regulation of transferase activity,5,5,5,1
1252,GO:0051341,regulation of oxidoreductase activity,1,1,1,1
1253,GO:0051347,positive regulation of transferase activ...,2,2,2,1
1254,GO:0051382,kinetochore assembly,1,1,1,1
1255,GO:0051383,kinetochore organization,1,1,1,1
1256,GO:0051493,regulation of cytoskeleton organization,4,4,4,1
1257,GO:0051494,negative regulation of cytoskeleton orga...,1,1,1,1
1258,GO:0051596,methylglyoxal catabolic process,2,2,2,1
1259,GO:0051603,proteolysis involved in cellular protein...,36,36,36,1
1260,GO:0051604,protein maturation,7,7,7,1
1261,GO:0051606,detection of stimulus,1,1,1,1
1262,GO:0051607,defense response to virus,5,5,5,1
1263,GO:0051640,organelle localization,3,3,3,1
1264,GO:0051641,cellular localization,87,87,87,1
1265,GO:0051649,establishment of localization in cell,77,77,77,1
1266,GO:0051651,maintenance of location in cell,3,3,3,1
1267,GO:0051656,establishment of organelle localization,1,1,1,1
1268,GO:0051668,localization within membrane,19,19,19,1
1269,GO:0051674,localization of cell,2,2,2,1
1270,GO:0051707,response to other organism,10,10,10,1
1271,GO:0051716,cellular response to stimulus,222,222,222,1
1272,GO:0051726,regulation of cell cycle,10,10,10,1
1273,GO:0051783,regulation of nuclear division,1,1,1,1
1274,GO:0051784,negative regulation of nuclear division,1,1,1,1
1275,GO:0051983,regulation of chromosome segregation,2,2,2,1
1276,GO:0051985,negative regulation of chromosome segreg...,1,1,1,1
1277,GO:0052646,alditol phosphate metabolic process,7,7,7,1
1278,GO:0052652,cyclic purine nucleotide metabolic proce...,4,4,4,1
1279,GO:0055065,metal ion homeostasis,4,4,4,1
1280,GO:0055067,monovalent inorganic cation homeostasis,2,2,2,1
1281,GO:0055070,copper ion homeostasis,2,2,2,1
1282,GO:0055072,iron ion homeostasis,2,2,2,1
1283,GO:0055076,transition metal ion homeostasis,4,4,4,1
1284,GO:0055080,cation homeostasis,6,6,6,1
1285,GO:0055082,cellular chemical homeostasis,3,3,3,1
1286,GO:0055085,transmembrane transport,187,187,187,1
1287,GO:0055086,nucleobase-containing small molecule met...,160,160,160,1
1288,GO:0060003,copper ion export,2,2,2,1
1289,GO:0060070,canonical Wnt signaling pathway,1,1,1,1
1290,GO:0060236,regulation of mitotic spindle organizati...,2,2,2,1
1291,GO:0060255,regulation of macromolecule metabolic pr...,199,199,199,1
1292,GO:0060271,cilium assembly,2,2,2,1
1293,GO:0060828,regulation of canonical Wnt signaling pa...,1,1,1,1
1294,GO:0061013,regulation of mRNA catabolic process,1,1,1,1
1295,GO:0061014,positive regulation of mRNA catabolic pr...,1,1,1,1
1296,GO:0061024,membrane organization,11,11,11,1
1297,GO:0061025,membrane fusion,2,2,2,1
1298,GO:0061157,mRNA destabilization,1,1,1,1
1299,GO:0061727,methylglyoxal catabolic process to lacta...,2,2,2,1
1300,GO:0061919,process utilizing autophagic mechanism,4,4,4,1
1301,GO:0062197,cellular response to chemical stress,2,2,2,1
1302,GO:0065002,intracellular protein transmembrane tran...,8,8,8,1
1303,GO:0065003,protein-containing complex assembly,54,54,54,1
1304,GO:0065004,protein-DNA complex assembly,26,26,26,1
1305,GO:0065007,biological regulation,659,659,659,1
1306,GO:0065008,regulation of biological quality,362,362,362,1
1307,GO:0065009,regulation of molecular function,8,8,8,1
1308,GO:0070071,proton-transporting two-sector ATPase co...,1,1,1,1
1309,GO:0070085,glycosylation,10,10,10,1
1310,GO:0070286,axonemal dynein complex assembly,1,1,1,1
1311,GO:0070481,nuclear-transcribed mRNA catabolic proce...,1,1,1,1
1312,GO:0070507,regulation of microtubule cytoskeleton o...,2,2,2,1
1313,GO:0070585,protein localization to mitochondrion,7,7,7,1
1314,GO:0070588,calcium ion transmembrane transport,9,9,9,1
1315,GO:0070646,protein modification by small protein re...,7,7,7,1
1316,GO:0070647,protein modification by small protein co...,32,32,32,1
1317,GO:0070727,cellular macromolecule localization,68,68,68,1
1318,GO:0070887,cellular response to chemical stimulus,11,11,11,1
1319,GO:0070925,organelle assembly,9,9,9,1
1320,GO:0070966,nuclear-transcribed mRNA catabolic proce...,1,1,1,1
1321,GO:0070972,protein localization to endoplasmic reti...,12,12,12,1
1322,GO:0071025,RNA surveillance,1,1,1,1
1323,GO:0071103,DNA conformation change,3,3,3,1
1324,GO:0071173,spindle assembly checkpoint signaling,1,1,1,1
1325,GO:0071174,mitotic spindle checkpoint signaling,1,1,1,1
1326,GO:0071265,L-methionine biosynthetic process,1,1,1,1
1327,GO:0071267,L-methionine salvage,1,1,1,1
1328,GO:0071310,cellular response to organic substance,8,8,8,1
1329,GO:0071383,cellular response to steroid hormone sti...,8,8,8,1
1330,GO:0071396,cellular response to lipid,8,8,8,1
1331,GO:0071407,cellular response to organic cyclic comp...,8,8,8,1
1332,GO:0071450,cellular response to oxygen radical,2,2,2,1
1333,GO:0071451,cellular response to superoxide,2,2,2,1
1334,GO:0071495,cellular response to endogenous stimulus,8,8,8,1
1335,GO:0071554,cell wall organization or biogenesis,9,9,9,1
1336,GO:0071586,CAAX-box protein processing,1,1,1,1
1337,GO:0071616,acyl-CoA biosynthetic process,3,3,3,1
1338,GO:0071692,protein localization to extracellular re...,2,2,2,1
1339,GO:0071702,organic substance transport,102,102,102,1
1340,GO:0071704,organic substance metabolic process,1939,1939,1939,1
1341,GO:0071705,nitrogen compound transport,102,102,102,1
1342,GO:0071805,potassium ion transmembrane transport,3,3,3,1
1343,GO:0071806,protein transmembrane transport,8,8,8,1
1344,GO:0071824,protein-DNA complex subunit organization,27,27,27,1
1345,GO:0071826,ribonucleoprotein complex subunit organi...,4,4,4,1
1346,GO:0071840,cellular component organization or bioge...,173,173,173,1
1347,GO:0071897,DNA biosynthetic process,15,15,15,1
1348,GO:0071900,regulation of protein serine/threonine k...,2,2,2,1
1349,GO:0071941,nitrogen cycle metabolic process,2,2,2,1
1350,GO:0072329,monocarboxylic acid catabolic process,3,3,3,1
1351,GO:0072330,monocarboxylic acid biosynthetic process,21,21,21,1
1352,GO:0072348,sulfur compound transport,5,5,5,1
1353,GO:0072350,tricarboxylic acid metabolic process,2,2,2,1
1354,GO:0072488,ammonium transmembrane transport,10,10,10,1
1355,GO:0072521,purine-containing compound metabolic pro...,90,90,90,1
1356,GO:0072522,purine-containing compound biosynthetic ...,62,62,62,1
1357,GO:0072523,purine-containing compound catabolic pro...,1,1,1,1
1358,GO:0072524,pyridine-containing compound metabolic p...,12,12,12,1
1359,GO:0072525,pyridine-containing compound biosyntheti...,12,12,12,1
1360,GO:0072527,pyrimidine-containing compound metabolic...,19,19,19,1
1361,GO:0072528,pyrimidine-containing compound biosynthe...,17,17,17,1
1362,GO:0072529,pyrimidine-containing compound catabolic...,1,1,1,1
1363,GO:0072593,reactive oxygen species metabolic proces...,9,9,9,1
1364,GO:0072594,establishment of protein localization to...,20,20,20,1
1365,GO:0072595,maintenance of protein localization in o...,3,3,3,1
1366,GO:0072596,establishment of protein localization to...,1,1,1,1
1367,GO:0072598,protein localization to chloroplast,1,1,1,1
1368,GO:0072599,establishment of protein localization to...,9,9,9,1
1369,GO:0072655,establishment of protein localization to...,7,7,7,1
1370,GO:0072657,protein localization to membrane,19,19,19,1
1371,GO:0072662,protein localization to peroxisome,2,2,2,1
1372,GO:0072663,establishment of protein localization to...,2,2,2,1
1373,GO:0080090,regulation of primary metabolic process,196,196,196,1
1374,GO:0080120,CAAX-box protein maturation,1,1,1,1
1375,GO:0080134,regulation of response to stress,1,1,1,1
1376,GO:0080135,regulation of cellular response to stres...,1,1,1,1
1377,GO:0085029,extracellular matrix assembly,1,1,1,1
1378,GO:0090066,regulation of anatomical structure size,2,2,2,1
1379,GO:0090090,negative regulation of canonical Wnt sig...,1,1,1,1
1380,GO:0090150,establishment of protein localization to...,19,19,19,1
1381,GO:0090151,establishment of protein localization to...,4,4,4,1
1382,GO:0090224,regulation of spindle organization,2,2,2,1
1383,GO:0090304,nucleic acid metabolic process,505,505,505,1
1384,GO:0090305,nucleic acid phosphodiester bond hydroly...,2,2,2,1
1385,GO:0090329,regulation of DNA-templated DNA replicat...,1,1,1,1
1386,GO:0090407,organophosphate biosynthetic process,130,130,130,1
1387,GO:0090501,RNA phosphodiester bond hydrolysis,2,2,2,1
1388,GO:0090529,cell septum assembly,2,2,2,1
1389,GO:0097237,cellular response to toxic substance,3,3,3,1
1390,GO:0097435,supramolecular fiber organization,8,8,8,1
1391,GO:0097659,nucleic acid-templated transcription,218,218,218,1
1392,GO:0098542,defense response to other organism,10,10,10,1
1393,GO:0098655,cation transmembrane transport,28,28,28,1
1394,GO:0098657,import into cell,3,3,3,1
1395,GO:0098660,inorganic ion transmembrane transport,28,28,28,1
1396,GO:0098662,inorganic cation transmembrane transport,28,28,28,1
1397,GO:0098704,carbohydrate import across plasma membra...,3,3,3,1
1398,GO:0098732,macromolecule deacylation,3,3,3,1
1399,GO:0098739,import across plasma membrane,3,3,3,1
1400,GO:0098754,detoxification,3,3,3,1
1401,GO:0098763,mitotic cell cycle phase,1,1,1,1
1402,GO:0098771,inorganic ion homeostasis,6,6,6,1
1403,GO:0098813,nuclear chromosome segregation,7,7,7,1
1404,GO:0098869,cellular oxidant detoxification,2,2,2,1
1405,GO:0099046,clearance of foreign intracellular nucle...,1,1,1,1
1406,GO:0099111,microtubule-based transport,4,4,4,1
1407,GO:0106380,purine ribonucleotide salvage,1,1,1,1
1408,GO:0110053,regulation of actin filament organizatio...,1,1,1,1
1409,GO:0110095,cellular detoxification of aldehyde,1,1,1,1
1410,GO:0110096,cellular response to aldehyde,1,1,1,1
1411,GO:0110154,RNA decapping,1,1,1,1
1412,GO:0110156,methylguanosine-cap decapping,1,1,1,1
1413,GO:0120031,plasma membrane bounded cell projection ...,2,2,2,1
1414,GO:0120036,plasma membrane bounded cell projection ...,6,6,6,1
1415,GO:0140014,mitotic nuclear division,8,8,8,1
1416,GO:0140029,exocytic process,2,2,2,1
1417,GO:0140056,organelle localization by membrane tethe...,2,2,2,1
1418,GO:0140352,export from cell,5,5,5,1
1419,GO:0140546,defense response to symbiont,5,5,5,1
1420,GO:0140694,non-membrane-bounded organelle assembly,6,6,6,1
1421,GO:0198738,cell-cell signaling by wnt,1,1,1,1
1422,GO:1900247,regulation of cytoplasmic translational ...,3,3,3,1
1423,GO:1901071,glucosamine-containing compound metaboli...,4,4,4,1
1424,GO:1901072,glucosamine-containing compound cataboli...,2,2,2,1
1425,GO:1901135,carbohydrate derivative metabolic proces...,131,131,131,1
